:			-	-	-	-	-	-	
			A	B	C	D	E	F	
Black	Dot	367	0.00861	0.4156	1.55701	4.51		0.513788771926238	
Black	Dot	368	0.00777	0.41771	1.2072	4.63		0.634602579258936	
Black	Dot	369	0.00705	0.41956	0.8304	4.63		0.635416386591634	
Black	Dot	370	0.00629	0.42111	0.44416	4.61		0.616230193924332	
Black	Dot	371	0.0056	0.42232	0.04546	4.39		0.397044001257029	
Black	Dot	372	0.0051	0.4232	5.89111	4.27		0.277857808589726	
Black	Dot	373	0.00459	0.42372	5.43458	4.12		0.128671615922424	
Black	Dot	374	0.0043	0.42389	4.93909	4.09		0.0994854232551215	
Black	Dot	375	0.00416	0.42371	4.44022	3.99		0.000299230587819402	
Black	Dot	376	0.00422	0.4232	3.92868	3.96		-0.0288869620794833	
Black	Dot	377	0.00448	0.42237	3.42971	3.94		-0.0480731547467857	
Black	Dot	378	0.00482	0.42125	2.97031	3.79		-0.197259347414088	
Black	Dot	379	0.00533	0.41988	2.52955	3.77		-0.216445540081391	
Black	Dot	380	0.0059	0.41827	2.12693	3.73		-0.255631732748693	
Black	Dot	381	0.00649	0.41646	1.72841	3.81		-0.174817925415995	
Black	Dot	382	0.00712	0.41449	1.36376	3.86		-0.124004118083298	
Black	Dot	383	0.00777	0.41238	1.00538	3.87		-0.1131903107506	
Black	Dot	384	0.00842	0.41019	0.64949	3.75		-0.232376503417903	
Black	Dot	385	0.00905	0.40795	0.31002	3.6		-0.381562696085205	
Black	Dot	386	0.00963	0.4057	6.25535	3.74		-0.240748888752507	
Black	Dot	387	0.01032	0.40349	5.92133	3.99		0.0100649185801902	
Black	Dot	388	0.01082	0.40136	5.58917	4		0.0208787259128876	
Black	Dot	389	0.0114	0.39935	5.26175	4.26		0.281692533245585	
Black	Dot	390	0.01195	0.3975	4.93645	4.4		0.422506340578283	
Black	Dot	391	0.01241	0.39584	4.60887	4.5		0.52332014791098	
Black	Dot	392	0.01289	0.39442	4.28315	4.42		0.444133955243678	
Black	Dot	393	0.0133	0.39326	3.96308	4.45		0.474947762576376	
Black	Dot	394	0.01372	0.39238	3.6347	4.46		0.485761569909073	
Black	Dot	395	0.01409	0.39179	3.31324	4.35		0.37657537724177	
Black	Dot	396	0.01438	0.39151	2.99004	4.27		0.297389184574468	
Black	Dot	397	0.01475	0.39155	2.66894	4.23		0.258202991907166	
Black	Dot	398	0.01501	0.3919	2.34616	4.16		0.189016799239863	
Black	Dot	399	0.01521	0.39256	2.02596	3.97		-0.00016939342743894	
Black	Dot	400	0.0155	0.39352	1.70789	3.74		-0.229355586094741	
Black	Dot	401	0.01563	0.39476	1.38873	3.57		-0.398541778762044	
Black	Dot	402	0.01581	0.39627	1.07031	3.57		-0.397727971429347	
Black	Dot	403	0.01591	0.39802	0.75699	3.51		-0.456914164096649	
Black	Dot	404	0.016	0.39997	0.44169	3.44		-0.526100356763951	
Black	Dot	405	0.01607	0.40208	0.12584	3.38		-0.585286549431254	
Black	Dot	406	0.01604	0.40432	6.10083	3.3		-0.664472742098556	
Black	Dot	407	0.01606	0.40662	5.78705	3.86		-0.103658934765859	
Black	Dot	408	0.01601	0.40895	5.47871	4.22		0.257154872566839	
Black	Dot	409	0.0159	0.41125	5.16941	4.33		0.367968679899537	
Black	Dot	410	0.01579	0.41346	4.86064	4		0.0387824872322341	
Black	Dot	411	0.01566	0.41556	4.5565	4.23		0.269596294564932	
Black	Dot	412	0.01548	0.41748	4.24445	4.25		0.290410101897629	
Black	Dot	413	0.01528	0.41919	3.94189	4.07		0.111223909230327	
Black	Dot	414	0.01506	0.42066	3.63588	3.96		0.00203771656302438	
Black	Dot	415	0.01484	0.42185	3.32628	3.94		-0.0171484761042781	
Black	Dot	416	0.01454	0.42273	3.02263	3.83		-0.12633466877158	
Black	Dot	417	0.01424	0.42327	2.7161	3.71		-0.245520861438883	
Black	Dot	418	0.014	0.42347	2.40708	3.62		-0.334707054106185	
Black	Dot	419	0.01359	0.42331	2.10012	3.87		-0.0838932467734876	
Black	Dot	420	0.01329	0.42279	1.79006	4		0.0469205605592098	
Black	Dot	421	0.01294	0.42191	1.48157	4.35		0.397734367891907	
Black	Dot	422	0.01256	0.42069	1.16628	4.33		0.378548175224605	
Black	Dot	423	0.01217	0.41915	0.8517	4.28		0.329361982557303	
Black	Dot	424	0.01177	0.41732	0.53923	4.34		0.39017578989	
Black	Dot	425	0.01137	0.41523	0.21272	4.27		0.320989597222697	
Black	Dot	426	0.01096	0.41296	6.17656	4.27		0.321803404555395	
Black	Dot	427	0.01051	0.41053	5.84746	4.25		0.302617211888093	
Black	Dot	428	0.01014	0.40801	5.51673	4.04		0.0934310192207904	
Black	Dot	429	0.00971	0.40547	5.17893	3.9		-0.0457551734465121	
Black	Dot	430	0.00927	0.40298	4.83545	3.78		-0.164941366113815	
Black	Dot	431	0.00891	0.40058	4.49089	3.97		0.0258724412188833	
Black	Dot	432	0.00851	0.39837	4.13324	4.1		0.15668624855158	
Black	Dot	433	0.00815	0.39638	3.76742	4.21		0.267500055884278	
Black	Dot	434	0.00781	0.39468	3.4083	4.26		0.318313863216976	
Black	Dot	435	0.00755	0.39332	3.02428	4.3		0.359127670549673	
Black	Dot	436	0.00728	0.39234	2.64309	4.34		0.399941477882371	
Black	Dot	437	0.00705	0.39176	2.25588	4.28		0.340755285215069	
Black	Dot	438	0.00691	0.39161	1.85745	4.16		0.221569092547766	
Black	Dot	439	0.00685	0.39188	1.46407	3.84		-0.0976171001195365	
Black	Dot	440	0.00678	0.39257	1.05163	3.56		-0.376803292786839	
Black	Dot	441	0.00685	0.39365	0.65951	3.57		-0.365989485454141	
Black	Dot	442	0.00697	0.39508	0.25709	3.6		-0.335175678121444	
Black	Dot	443	0.00717	0.39682	6.14106	3.59		-0.344361870788746	
Black	Dot	444	0.00741	0.3988	5.75714	4.03		0.0964519365439518	
Black	Dot	445	0.00771	0.40097	5.37358	4.12		0.187265743876649	
Black	Dot	446	0.00816	0.40326	5.00204	4.29		0.358079551209347	
Black	Dot	447	0.00851	0.40561	4.63367	4.36		0.428893358542045	
Black	Dot	448	0.009	0.40793	4.27812	4.34		0.409707165874742	
Black	Dot	449	0.00954	0.41017	3.93158	4.28		0.35052097320744	
Black	Dot	450	0.01005	0.41228	3.58299	4.11		0.181334780540137	
Black	Dot	451	0.01065	0.41419	3.24949	4.12		0.192148587872835	
Black	Dot	452	0.01123	0.41587	2.92047	3.86		-0.0670376047944681	
Black	Dot	453	0.01189	0.41728	2.59045	3.79		-0.13622379746177	
Black	Dot	454	0.01251	0.41838	2.27172	3.77		-0.155409990129073	
Black	Dot	455	0.01316	0.41916	1.95294	3.72		-0.204596182796375	
Black	Dot	456	0.01387	0.41959	1.63741	3.56		-0.363782375463678	
Black	Dot	457	0.01454	0.41969	1.32699	3.53		-0.39296856813098	
Black	Dot	458	0.01523	0.41944	1.01214	3.66		-0.262154760798282	
Black	Dot	459	0.01595	0.41887	0.70855	3.79		-0.131340953465585	
Black	Dot	460	0.01667	0.418	0.39692	3.78		-0.140527146132888	
Black	Dot	461	0.01737	0.41685	0.08989	3.78		-0.13971333880019	
Black	Dot	462	0.01811	0.41547	6.06896	4.15		0.231100468532508	
Black	Dot	463	0.01884	0.41389	5.76097	4.33		0.411914275865205	
Black	Dot	464	0.01961	0.41218	5.45546	4.17		0.252728083197903	
Black	Dot	465	0.02027	0.41036	5.14993	4.2		0.283541890530601	
Black	Dot	466	0.02107	0.40849	4.84442	4.1		0.184355697863298	
Black	Dot	467	0.0218	0.40664	4.53773	4		0.0851695051959956	
Black	Dot	468	0.02248	0.40483	4.23124	3.9		-0.0140166874713069	
Black	Dot	469	0.02323	0.40313	3.92567	3.65		-0.263202880138609	
Black	Dot	470	0.02394	0.40158	3.61848	3.43		-0.482389072805912	
Black	Dot	471	0.02461	0.4002	3.30966	3.31		-0.601575265473214	
Black	Dot	472	0.02531	0.39905	3.00409	3.38		-0.530761458140517	
Black	Dot	473	0.02595	0.39813	2.69544	3.41		-0.499947650807819	
Black	Dot	474	0.02666	0.39748	2.38718	3.46		-0.449133843475121	
Black	Dot	475	0.02725	0.3971	2.07913	3.47		-0.438320036142424	
Black	Dot	476	0.02788	0.397	1.77229	3.81		-0.0975062288097262	
Black	Dot	477	0.02855	0.39718	1.4638	4.26		0.353307578522971	
Black	Dot	478	0.02905	0.39761	1.15756	4.18		0.274121385855669	
Black	Dot	479	0.02968	0.39828	0.85066	4.27		0.364935193188366	
Black	Dot	480	0.03022	0.39917	0.54622	4.06		0.155749000521064	
Black	Dot	481	0.03072	0.40024	0.23956	3.6		-0.303437192146238	
Black	Dot	482	0.03121	0.40147	6.2193	3.47		-0.432623384813541	
Black	Dot	483	0.03167	0.40282	5.91658	3.52		-0.381809577480843	
Black	Dot	484	0.03213	0.40424	5.61179	3.52		-0.380995770148146	
Black	Dot	485	0.03252	0.40571	5.31132	3.54		-0.360181962815448	
Black	Dot	486	0.03287	0.4072	5.0096	3.54		-0.359368155482751	
Black	Dot	487	0.03329	0.40866	4.70921	3.39		-0.508554348150053	
Black	Dot	488	0.03355	0.41007	4.40989	3.47		-0.427740540817355	
Black	Dot	489	0.03383	0.41141	4.11084	3.67		-0.226926733484658	
Black	Dot	490	0.03411	0.41264	3.81395	3.96		0.0638870738480397	
Black	Dot	491	0.03427	0.41375	3.51578	4.21		0.314700881180737	
Black	Dot	492	0.03446	0.4147	3.21883	4.21		0.315514688513435	
Black	Dot	493	0.03455	0.4155	2.92438	4.2		0.306328495846133	
Black	Dot	494	0.03468	0.41611	2.62728	4.32		0.42714230317883	
Black	Dot	495	0.03469	0.41653	2.33174	4.22		0.327956110511527	
Black	Dot	496	0.03467	0.41674	2.03857	3.95		0.0587699178442253	
Black	Dot	497	0.03469	0.41675	1.74182	3.73		-0.160416274823077	
Black	Dot	498	0.03456	0.41655	1.44858	3.83		-0.0596024674903796	
Black	Dot	499	0.03443	0.41615	1.15347	3.74		-0.148788660157682	
Black	Dot	500	0.03428	0.41555	0.8598	3.77		-0.117974852824985	
Black	Dot	501	0.03408	0.41476	0.56558	3.85		-0.0371610454922869	
Black	Dot	502	0.03378	0.4138	0.27038	4		0.113652761840411	
Black	Dot	503	0.03353	0.41267	6.2609	4.25		0.364466569173108	
Black	Dot	504	0.03317	0.4114	5.9658	4.41		0.525280376505806	
Black	Dot	505	0.03281	0.41	5.67113	4.53		0.646094183838504	
Black	Dot	506	0.03237	0.4085	5.37789	4.27		0.3869079911712	
Black	Dot	507	0.03193	0.40692	5.08323	4		0.117721798503898	
Black	Dot	508	0.03145	0.4053	4.78841	3.83		-0.051464394163404	
Black	Dot	509	0.03088	0.40365	4.49512	3.8		-0.0806505868307066	
Black	Dot	510	0.03032	0.40203	4.20063	3.9		0.020163220501991	
Black	Dot	511	0.02975	0.40048	3.90745	3.9		0.0209770278346886	
Black	Dot	512	0.02903	0.39902	3.61235	3.61		-0.268209164832614	
Black	Dot	513	0.0284	0.39771	3.32067	3.51		-0.367395357499916	
Black	Dot	514	0.02768	0.39657	3.02741	3.98		0.103418449832781	
Black	Dot	515	0.02692	0.39566	2.73459	4.34		0.464232257165479	
Black	Dot	516	0.02619	0.39499	2.44429	4.4		0.525046064498177	
Black	Dot	517	0.02536	0.39459	2.15552	4.17		0.295859871830874	
Black	Dot	518	0.0246	0.39447	1.86513	4.23		0.356673679163572	
Black	Dot	519	0.02372	0.39466	1.58071	4.03		0.157487486496269	
Black	Dot	520	0.02288	0.39515	1.29596	3.93		0.058301293828967	
Black	Dot	521	0.02207	0.39593	1.01443	3.79		-0.0808848988383356	
Black	Dot	522	0.02115	0.39701	0.73533	3.79		-0.080071091505638	
Black	Dot	523	0.02028	0.39835	0.46037	3.84		-0.0292572841729406	
Black	Dot	524	0.01948	0.39994	0.19074	3.83		-0.0384434768402428	
Black	Dot	525	0.01857	0.40174	6.20495	3.71		-0.157629669507545	
Black	Dot	526	0.01777	0.40372	5.94514	3.57		-0.296815862174848	
Black	Dot	527	0.01695	0.40582	5.69141	3.46		-0.40600205484215	
Black	Dot	528	0.01617	0.408	5.44013	3.55		-0.315188247509453	
Black	Dot	529	0.01543	0.41021	5.19923	3.69		-0.174374440176755	
Black	Dot	530	0.0147	0.41239	4.9679	3.78		-0.0835606328440577	
Black	Dot	531	0.0141	0.41448	4.73728	3.88		0.01725317448864	
Black	Dot	532	0.01349	0.41643	4.52231	3.83		-0.0319330181786623	
Black	Dot	533	0.013	0.41819	4.31101	3.72		-0.141119210845965	
Black	Dot	534	0.01263	0.41972	4.10692	3.76		-0.100305403513267	
Black	Dot	535	0.01234	0.42097	3.91164	3.93		0.0705084038194305	
Black	Dot	536	0.01213	0.42192	3.71549	3.65		-0.208677788847872	
Black	Dot	537	0.01214	0.42254	3.53032	3.61		-0.247863981515175	
Black	Dot	538	0.01218	0.42281	3.33658	3.64		-0.217050174182477	
Black	Dot	539	0.01237	0.42273	3.14478	3.79		-0.0662363668497793	
Black	Dot	540	0.01272	0.42229	2.95156	4.12		0.264577440482918	
Black	Dot	541	0.0131	0.42151	2.74732	4.24		0.385391247815616	
Black	Dot	542	0.01361	0.42039	2.53731	4.31		0.456205055148313	
Black	Dot	543	0.01419	0.41896	2.32661	4.28		0.427018862481011	
Black	Dot	544	0.01485	0.41725	2.09774	4.22		0.367832669813708	
Black	Dot	545	0.01556	0.41528	1.86959	4.25		0.398646477146406	
Black	Dot	546	0.01629	0.41311	1.63237	4.19		0.339460284479104	
Black	Dot	547	0.01711	0.41079	1.38709	4.07		0.220274091811801	
Black	Dot	548	0.01795	0.40836	1.13723	3.94		0.0910878991444987	
Black	Dot	549	0.01874	0.4059	0.88265	3.79		-0.0580982935228036	
Black	Dot	550	0.01968	0.40346	0.62186	3.75		-0.0972844861901061	
Black	Dot	551	0.02052	0.40111	0.35811	3.81		-0.0364706788574085	
Black	Dot	552	0.02139	0.39891	0.08843	3.78		-0.0656568715247111	
Black	Dot	553	0.02229	0.39692	6.10159	3.98		0.135156935807987	
Black	Dot	554	0.02318	0.39518	5.82598	3.99		0.145970743140684	
Black	Dot	555	0.02403	0.39375	5.54701	4		0.156784550473382	
Black	Dot	556	0.02492	0.39265	5.26947	4.08		0.237598357806079	
Black	Dot	557	0.02577	0.39191	4.98659	4.39		0.548412165138777	
Black	Dot	558	0.02665	0.39154	4.70237	4.47		0.629225972471474	
Black	Dot	559	0.02745	0.39154	4.41985	4.31		0.470039779804172	
Black	Dot	560	0.02832	0.39191	4.13366	4.15		0.31085358713687	
Black	Dot	561	0.02913	0.39264	3.84741	3.96		0.121667394469567	
Black	Dot	562	0.02992	0.39369	3.56239	3.9		0.0624812018022647	
Black	Dot	563	0.03072	0.39503	3.27491	4		0.163295009134962	
Black	Dot	564	0.03152	0.39663	2.99042	4.13		0.29410881646766	
Black	Dot	565	0.03226	0.39843	2.70244	4.12		0.284922623800358	
Black	Dot	566	0.03303	0.40039	2.41852	4.04		0.205736431133055	
Black	Dot	567	0.03379	0.40246	2.13355	4.06		0.226550238465752	
Black	Dot	568	0.03449	0.40458	1.84757	4.06		0.22736404579845	
Black	Dot	569	0.03523	0.40671	1.56505	3.9		0.0681778531311477	
Black	Dot	570	0.0359	0.40879	1.28168	3.98		0.148991660463845	
Black	Dot	571	0.03665	0.41079	0.99767	4		0.169805467796543	
Black	Dot	572	0.03727	0.41265	0.71589	4.16		0.330619275129241	
Black	Dot	573	0.03793	0.41435	0.43403	4.33		0.501433082461938	
Black	Dot	574	0.03865	0.41586	0.15182	4.46		0.632246889794636	
Black	Dot	575	0.0392	0.41716	6.15363	4.46		0.633060697127333	
Black	Dot	576	0.03985	0.41822	5.87215	4.09		0.263874504460031	
Black	Dot	577	0.04046	0.41904	5.59174	3.73		-0.0953116882072717	
Black	Dot	578	0.041	0.41961	5.30928	3.73		-0.0944978808745742	
Black	Dot	579	0.04158	0.41992	5.02845	3.45		-0.373684073541876	
Black	Dot	580	0.0421	0.41997	4.74738	3.43		-0.392870266209179	
Black	Dot	581	0.04261	0.41978	4.46402	3.6		-0.222056458876481	
Black	Dot	582	0.04312	0.41934	4.18231	3.82		-0.00124265154378401	
Black	Dot	583	0.04351	0.41868	3.89876	3.96		0.139571155788914	
Black	Dot	584	0.04404	0.4178	3.61515	4.1		0.280384963121611	
Black	Dot	585	0.0444	0.41674	3.32984	4.18		0.361198770454309	
Black	Dot	586	0.04478	0.41551	3.04479	4.23		0.412012577787007	
Black	Dot	587	0.04521	0.41414	2.75854	4.31		0.492826385119704	
Black	Dot	588	0.0455	0.41267	2.47126	4.24		0.423640192452402	
Black	Dot	589	0.04585	0.41111	2.18251	4.22		0.404453999785099	
Black	Dot	590	0.04613	0.4095	1.8951	4.08		0.265267807117797	
Black	Dot	591	0.04642	0.40787	1.60425	3.94		0.126081614450494	
Black	Dot	592	0.04664	0.40624	1.31375	3.71		-0.103104578216808	
Black	Dot	593	0.04683	0.40465	1.02312	3.86		0.0477092291158893	
Black	Dot	594	0.04703	0.40312	0.73023	3.75		-0.061476963551413	
Black	Dot	595	0.04716	0.40169	0.43724	3.8		-0.0106631562187156	
Black	Dot	596	0.04722	0.40037	0.14381	3.92		0.110150651113982	
Black	Dot	597	0.04733	0.3992	6.13221	4.08		0.27096445844668	
Black	Dot	598	0.04733	0.3982	5.83751	3.89		0.0817782657793774	
Black	Dot	599	0.04731	0.3974	5.54093	3.68		-0.127407926887925	
Black	Dot	600	0.04723	0.39681	5.24558	3.8		-0.00659411955522777	
Black	Dot	601	0.04717	0.39645	4.94907	3.91		0.10421968777747	
Black	Dot	602	0.04697	0.39633	4.65067	3.99		0.185033495110168	
Black	Dot	603	0.04681	0.39644	4.35533	4.1		0.295847302442865	
Black	Dot	604	0.04657	0.39678	4.05707	4.01		0.206661109775562	
Black	Dot	605	0.04632	0.39736	3.75992	4.03		0.227474917108261	
Black	Dot	606	0.04599	0.39814	3.4633	3.93		0.128288724440958	
Black	Dot	607	0.04564	0.39912	3.16675	3.82		0.0191025317736552	
Black	Dot	608	0.04531	0.40027	2.87065	3.84		0.0399163391063528	
Black	Dot	609	0.0448	0.40156	2.57521	3.7		-0.0992698535609493	
Black	Dot	610	0.04437	0.40298	2.28036	3.81		0.0115439537717482	
Black	Dot	611	0.04387	0.40448	1.98724	4.02		0.222357761104445	
Black	Dot	612	0.04328	0.40603	1.69317	4.13		0.333171568437143	
Black	Dot	613	0.04271	0.4076	1.40167	3.89		0.0939853757698409	
Black	Dot	614	0.04205	0.40915	1.11144	3.77		-0.0252008168974616	
Black	Dot	615	0.0414	0.41063	0.82013	3.95		0.155612990435236	
Black	Dot	616	0.04065	0.41202	0.53252	4.44		0.646426797767934	
Black	Dot	617	0.03985	0.41328	0.24462	4.39		0.597240605100631	
Black	Dot	618	0.0391	0.41437	6.24114	4.26		0.468054412433328	
Black	Dot	619	0.03819	0.41527	5.95545	3.99		0.198868219766026	
Black	Dot	620	0.03726	0.41596	5.67091	3.75		-0.0403179729012762	
Black	Dot	621	0.03641	0.41642	5.38791	3.64		-0.149504165568579	
Black	Dot	622	0.03534	0.41663	5.10378	3.56		-0.228690358235881	
Black	Dot	623	0.03438	0.41661	4.82254	3.61		-0.177876550903184	
Black	Dot	624	0.03332	0.41634	4.54183	3.61		-0.177062743570486	
Black	Dot	625	0.03227	0.41584	4.26099	3.63		-0.156248936237788	
Black	Dot	626	0.03119	0.41513	3.98114	3.78		-0.00543512890509098	
Black	Dot	627	0.03005	0.41421	3.7049	4		0.215378678427607	
Black	Dot	628	0.02899	0.41312	3.42585	4.09		0.306192485760304	
Black	Dot	629	0.02782	0.41188	3.15131	4.19		0.407006293093002	
Black	Dot	630	0.02667	0.41052	2.87666	4.23		0.4478201004257	
Black	Dot	631	0.02558	0.40907	2.60457	4.01		0.228633907758397	
Black	Dot	632	0.02443	0.40759	2.33424	3.86		0.0794477150910945	
Black	Dot	633	0.02328	0.4061	2.06607	3.89		0.110261522423792	
Black	Dot	634	0.02221	0.40465	1.80286	3.83		0.0510753297564899	
Black	Dot	635	0.02111	0.40329	1.54173	3.52		-0.258110862910813	
Black	Dot	636	0.02004	0.40205	1.28341	3.51		-0.267297055578115	
Black	Dot	637	0.01901	0.40098	1.03617	3.61		-0.166483248245418	
Black	Dot	638	0.01805	0.40009	0.78749	3.59		-0.18566944091272	
Black	Dot	639	0.01711	0.39943	0.54899	3.59		-0.184855633580023	
Black	Dot	640	0.01626	0.399	0.31895	3.53		-0.244041826247325	
Black	Dot	641	0.01548	0.39882	0.09264	3.46		-0.313228018914627	
Black	Dot	642	0.01487	0.39888	6.1598	3.67		-0.10241421158193	
Black	Dot	643	0.01425	0.39918	5.9502	3.92		0.148399595750768	
Black	Dot	644	0.0139	0.3997	5.74775	3.91		0.139213403083466	
Black	Dot	645	0.01364	0.40042	5.54896	3.8		0.0300272104161629	
Black	Dot	646	0.01349	0.40133	5.35267	3.75		-0.0191589822511394	
Black	Dot	647	0.01358	0.40239	5.15854	3.72		-0.0483451749184416	
Black	Dot	648	0.01379	0.40357	4.96112	3.58		-0.187531367585744	
Black	Dot	649	0.01407	0.40484	4.75613	3.45		-0.316717560253046	
Black	Dot	650	0.01459	0.40617	4.55217	3.42		-0.345903752920349	
Black	Dot	651	0.01514	0.4075	4.33569	3.32		-0.445089945587652	
Black	Dot	652	0.0158	0.40882	4.11249	3.33		-0.434276138254954	
Black	Dot	653	0.01655	0.41007	3.88596	3.73		-0.0334623309222564	
Black	Dot	654	0.01733	0.41122	3.65029	3.91		0.147351476410441	
Black	Dot	655	0.01821	0.41225	3.4062	3.75		-0.0118347162568613	
Black	Dot	656	0.01905	0.41313	3.16216	3.76		-0.0010209089241639	
Black	Dot	657	0.01998	0.41383	2.90895	3.78		0.0197928984085337	
Black	Dot	658	0.02092	0.41434	2.65247	3.74		-0.0193932942587683	
Black	Dot	659	0.02182	0.41465	2.39391	3.75		-0.00857948692607097	
Black	Dot	660	0.02276	0.41477	2.12894	3.8		0.0422343204066264	
Black	Dot	661	0.02372	0.41469	1.86548	3.77		0.0130481277393242	
Black	Dot	662	0.02459	0.41441	1.59382	3.69		-0.0661380649279783	
Black	Dot	663	0.02549	0.41396	1.32424	4.8		1.04467574240472	
Black	Dot	664	0.0264	0.41334	1.05143	4.9		1.14548954973742	
Black	Dot	665	0.0272	0.41258	0.77367	3.34		-0.413696642929886	
Black	Dot	666	0.02805	0.41168	0.49785	3.43		-0.322882835597188	
Black	Dot	667	0.02881	0.41067	0.21886	3.39		-0.36206902826449	
Black	Dot	668	0.02962	0.40957	6.21906	3.57		-0.181255220931793	
Black	Dot	669	0.03031	0.40841	5.9382	3.51		-0.240441413599095	
Black	Dot	670	0.03101	0.40721	5.65328	3.54		-0.209627606266398	
Black	Dot	671	0.03172	0.406	5.36764	3.58		-0.1688137989337	
Black	Dot	672	0.03233	0.40481	5.08083	3.69		-0.0579999916010026	
Black	Dot	673	0.03293	0.40367	4.79182	3.73		-0.017186184268305	
Black	Dot	674	0.03357	0.40259	4.5041	3.58		-0.166372376935607	
Black	Dot	675	0.03407	0.40162	4.21202	3.44		-0.30555856960291	
Black	Dot	676	0.03463	0.40076	3.92137	3.31		-0.434744762270212	
Black	Dot	677	0.03511	0.40003	3.63064	3.43		-0.313930954937515	
Black	Dot	678	0.03561	0.39946	3.33734	3.52		-0.223117147604817	
Black	Dot	679	0.03605	0.39905	3.04447	3.62		-0.122303340272119	
Black	Dot	680	0.03642	0.39881	2.75273	3.69		-0.0514895329394221	
Black	Dot	681	0.03687	0.39875	2.458	3.61		-0.130675725606725	
Black	Dot	682	0.03717	0.39886	2.16517	3.76		0.0201380817259729	
Black	Dot	683	0.03747	0.39915	1.87117	3.9		0.160951889058671	
Black	Dot	684	0.0378	0.39961	1.57785	3.84		0.101765696391368	
Black	Dot	685	0.03802	0.40024	1.28341	3.86		0.122579503724066	
Black	Dot	686	0.03824	0.40103	0.99006	4.14		0.403393311056763	
Black	Dot	687	0.03846	0.40197	0.69683	4.07		0.334207118389461	
Black	Dot	688	0.03858	0.40304	0.40349	3.93		0.195020925722159	
Black	Dot	689	0.03876	0.40422	0.1097	4.04		0.305834733054856	
Black	Dot	690	0.0388	0.40548	6.10113	3.78		0.0466485403875535	
Black	Dot	691	0.03891	0.4068	5.80847	3.61		-0.122537652279749	
Black	Dot	692	0.03896	0.40816	5.51541	3.31		-0.421723844947051	
Black	Dot	693	0.03894	0.40952	5.22458	3.57		-0.160910037614354	
Black	Dot	694	0.03897	0.41086	4.93229	3.77		0.039903769718344	
Black	Dot	695	0.03896	0.41215	4.64173	3.67		-0.0592824229489585	
Black	Dot	696	0.03888	0.41337	4.34982	3.62		-0.108468615616261	
Black	Dot	697	0.03883	0.41449	4.0603	3.67		-0.0576548082835634	
Black	Dot	698	0.03878	0.41548	3.77047	3.6		-0.126841000950866	
Black	Dot	699	0.03862	0.41632	3.47894	3.8		0.0739728063818316	
Black	Dot	700	0.0385	0.417	3.19139	3.77		0.0447866137145294	
Black	Dot	701	0.03833	0.41748	2.90092	3.71		-0.0143995789527731	
Black	Dot	702	0.03815	0.41776	2.61102	3.67		-0.0535857716200755	
Black	Dot	703	0.03791	0.41783	2.32251	3.54		-0.182771964287378	
Black	Dot	704	0.03765	0.41766	2.03219	3.35		-0.37195815695468	
Black	Dot	705	0.03743	0.41727	1.74214	3.36		-0.361144349621983	
Black	Dot	706	0.03707	0.41664	1.45172	3.46		-0.260330542289285	
Black	Dot	707	0.03676	0.41579	1.1598	3.72		0.000483265043412574	
Black	Dot	708	0.03641	0.41472	0.86948	3.94		0.22129707237611	
Black	Dot	709	0.03601	0.41347	0.57435	3.99		0.272110879708808	
Black	Dot	710	0.03559	0.41204	0.28132	3.99		0.272924687041505	
Black	Dot	711	0.03516	0.41048	6.2703	4.17		0.453738494374203	
Black	Dot	712	0.03469	0.40881	5.97148	4.21		0.4945523017069	
Black	Dot	713	0.03421	0.40706	5.67525	4.16		0.445366109039598	
Black	Dot	714	0.03366	0.40529	5.3752	4.15		0.436179916372296	
Black	Dot	715	0.0332	0.40352	5.07433	4.03		0.316993723704993	
Black	Dot	716	0.03261	0.4018	4.77191	3.95		0.237807531037691	
